Company Name,Location,Job Title,Required Skills,Job Description,Experience Level,Salary Range,Posting Date,Job Type
Oracle,Pune,Data Analyst,"HTML, CSS, JavaScript",NA,Entry-level,4-6 LPA,27-03-2024,Contract
Google,Coimbatore,Backend Developer,"SQL, Excel, Data Visualization",NA,Senior,7-12 LPA,01-03-2023,Internship
Byju's,Surat,Data Analyst,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,18-25 LPA,18-10-2024,Full-time
Capgemini,Chennai,Cybersecurity Analyst,"React, Node.js, SQL",NA,Mid-level,4-6 LPA,06-04-2024,Part-time
Wipro,Mumbai,Full Stack Developer,"SQL, Power BI, Excel",NA,Senior,15-20 LPA,09-09-2023,Full-time
Oracle,Indore,Cloud Engineer,"Go, Kubernetes, Docker",NA,Entry-level,15-20 LPA,11-09-2024,Internship
Amazon,Indore,Product Manager,"Python, NLP, AI models",NA,Entry-level,20-30 LPA,30-07-2024,Contract
HCL Technologies,Nagpur,Cybersecurity Analyst,"HTML, CSS, JavaScript",NA,Mid-level,4-6 LPA,03-11-2023,Part-time
Wipro,Noida,Data Analyst,"Python, ML, TensorFlow",NA,Mid-level,4-6 LPA,12-09-2023,Internship
Zomato,Pune,Business Analyst,"AWS, Azure, Docker",NA,Entry-level,20-30 LPA,24-04-2024,Internship
Zomato,Hyderabad,Data Scientist,"SQL, Power BI, Excel",NA,Entry-level,3-5 LPA,04-04-2023,Part-time
Infosys,Nagpur,Product Manager,"Ruby on Rails, PostgreSQL",NA,Entry-level,6-10 LPA,25-02-2024,Contract
Wipro,Mumbai,Data Scientist,"SQL, Excel, Data Visualization",NA,Mid-level,10-15 LPA,15-02-2025,Internship
Deloitte,Mumbai,Full Stack Developer,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,11-01-2023,Full-time
Capgemini,Chennai,Cloud Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,4-6 LPA,19-06-2024,Contract
PhonePe,Hyderabad,ML Engineer,"Python, ML, TensorFlow",NA,Mid-level,15-20 LPA,05-04-2024,Full-time
HCL Technologies,Noida,DevOps Engineer,"Python, NLP, AI models",NA,Senior,18-25 LPA,01-07-2023,Part-time
Flipkart,Nagpur,Backend Developer,"SQL, Excel, Data Visualization",NA,Senior,6-10 LPA,10-08-2023,Internship
Zomato,Bhopal,Cloud Engineer,"React, Node.js, SQL",NA,Senior,15-20 LPA,16-07-2024,Part-time
Capgemini,Ahmedabad,Business Analyst,"Python, ML, TensorFlow",NA,Entry-level,20-30 LPA,29-12-2024,Full-time
Byju's,Kolkata,Cloud Engineer,"SQL, Excel, Data Visualization",NA,Senior,7-12 LPA,22-01-2023,Internship
Flipkart,Gurgaon,Product Manager,"HTML, CSS, JavaScript",NA,Entry-level,5-8 LPA,20-11-2024,Part-time
PhonePe,Hyderabad,Data Analyst,"Ruby on Rails, PostgreSQL",NA,Senior,7-12 LPA,01-05-2023,Full-time
Tata Consultancy Services,Jaipur,ML Engineer,"SQL, Power BI, Excel",NA,Senior,18-25 LPA,29-06-2023,Contract
Byju's,Kolkata,Cloud Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,7-12 LPA,12-02-2024,Internship
Byju's,Bangalore,Cloud Engineer,"HTML, CSS, JavaScript",NA,Entry-level,20-30 LPA,24-02-2024,Part-time
PhonePe,Noida,Business Analyst,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,18-25 LPA,26-04-2024,Part-time
Cognizant,Noida,Cybersecurity Analyst,"SQL, Power BI, Excel",NA,Senior,18-25 LPA,10-08-2024,Full-time
Wipro,Coimbatore,ML Engineer,"Java, Spring Boot, Microservices",NA,Senior,15-20 LPA,16-05-2023,Part-time
Wipro,Coimbatore,DevOps Engineer,"Node.js, Express, MongoDB",NA,Mid-level,3-5 LPA,24-01-2024,Part-time
Google,Coimbatore,Business Analyst,"AWS, Azure, Docker",NA,Entry-level,18-25 LPA,17-09-2024,Full-time
Capgemini,Ahmedabad,Cloud Engineer,"Java, Spring Boot, Microservices",NA,Entry-level,20-30 LPA,10-08-2023,Contract
Swiggy,Kolkata,Frontend Developer,"Go, Kubernetes, Docker",NA,Senior,20-30 LPA,07-01-2023,Contract
Amazon,Nagpur,Product Manager,"React, Node.js, SQL",NA,Senior,4-6 LPA,02-08-2023,Contract
HCL Technologies,Mumbai,Data Scientist,"SQL, Power BI, Excel",NA,Entry-level,4-6 LPA,08-11-2023,Contract
Wipro,Pune,Cloud Engineer,"SQL, Power BI, Excel",NA,Mid-level,18-25 LPA,06-04-2023,Contract
Flipkart,Noida,Frontend Developer,"Java, Spring Boot, Microservices",NA,Senior,6-10 LPA,23-10-2023,Internship
Swiggy,Kolkata,DevOps Engineer,"AWS, Azure, Docker",NA,Mid-level,7-12 LPA,18-07-2024,Full-time
PhonePe,Ahmedabad,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Mid-level,18-25 LPA,16-07-2024,Internship
Microsoft,Indore,Software Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,15-20 LPA,04-01-2025,Contract
Cognizant,Pune,Frontend Developer,"Python, ML, TensorFlow",NA,Senior,5-8 LPA,05-08-2023,Part-time
Infosys,Bhopal,Frontend Developer,"Go, Kubernetes, Docker",NA,Mid-level,6-10 LPA,11-01-2024,Full-time
IBM,Mumbai,Frontend Developer,"Ruby on Rails, PostgreSQL",NA,Mid-level,18-25 LPA,29-03-2024,Part-time
Amazon,Mumbai,ML Engineer,"Go, Kubernetes, Docker",NA,Senior,7-12 LPA,04-09-2023,Full-time
Paytm,Gurgaon,Backend Developer,"Node.js, Express, MongoDB",NA,Mid-level,5-8 LPA,26-08-2024,Internship
PhonePe,Indore,Cloud Engineer,"SQL, Excel, Data Visualization",NA,Senior,3-5 LPA,14-11-2023,Full-time
Cognizant,Bangalore,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Senior,6-10 LPA,20-02-2023,Contract
Google,Jaipur,Business Analyst,"Python, ML, TensorFlow",NA,Senior,4-6 LPA,25-04-2023,Contract
Wipro,Hyderabad,Data Scientist,"HTML, CSS, JavaScript",NA,Senior,18-25 LPA,13-07-2023,Internship
Google,Jaipur,Business Analyst,"AWS, Azure, Docker",NA,Mid-level,10-15 LPA,10-12-2024,Part-time
Google,Hyderabad,Cloud Engineer,"Python, NLP, AI models",NA,Senior,6-10 LPA,23-02-2024,Full-time
Cognizant,Bhopal,ML Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,10-15 LPA,30-06-2023,Contract
Capgemini,Kolkata,Backend Developer,"Ruby on Rails, PostgreSQL",NA,Entry-level,20-30 LPA,15-03-2024,Full-time
Swiggy,Ahmedabad,Frontend Developer,"React, Node.js, SQL",NA,Mid-level,15-20 LPA,01-03-2025,Contract
Swiggy,Surat,Data Scientist,"Node.js, Express, MongoDB",NA,Mid-level,4-6 LPA,03-11-2023,Contract
Tata Consultancy Services,Noida,Backend Developer,"Python, NLP, AI models",NA,Entry-level,15-20 LPA,29-01-2024,Full-time
Paytm,Lucknow,Full Stack Developer,"React, Node.js, SQL",NA,Entry-level,7-12 LPA,28-10-2023,Full-time
Microsoft,Jaipur,Data Scientist,"Python, NLP, AI models",NA,Entry-level,18-25 LPA,19-12-2023,Full-time
Deloitte,Coimbatore,Cybersecurity Analyst,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,22-01-2025,Full-time
Cognizant,Nagpur,Backend Developer,"Ruby on Rails, PostgreSQL",NA,Senior,4-6 LPA,08-04-2024,Full-time
Infosys,Indore,Data Analyst,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,22-03-2023,Contract
Tata Consultancy Services,Chennai,Product Manager,"React, Node.js, SQL",NA,Entry-level,3-5 LPA,14-09-2023,Contract
Paytm,Lucknow,Business Analyst,"Node.js, Express, MongoDB",NA,Mid-level,3-5 LPA,13-02-2024,Contract
Tata Consultancy Services,Pune,Backend Developer,"Java, Spring Boot, Microservices",NA,Entry-level,7-12 LPA,16-08-2024,Contract
Flipkart,Bhopal,DevOps Engineer,"React, Node.js, SQL",NA,Mid-level,4-6 LPA,28-03-2023,Part-time
Capgemini,Pune,Product Manager,"Python, ML, TensorFlow",NA,Senior,5-8 LPA,17-02-2025,Full-time
Oracle,Bangalore,Data Analyst,"SQL, Power BI, Excel",NA,Mid-level,10-15 LPA,25-08-2023,Contract
Google,Surat,DevOps Engineer,"SQL, Power BI, Excel",NA,Mid-level,4-6 LPA,03-07-2024,Part-time
Google,Jaipur,DevOps Engineer,"Go, Kubernetes, Docker",NA,Entry-level,18-25 LPA,13-01-2025,Full-time
HCL Technologies,Lucknow,DevOps Engineer,"Python, NLP, AI models",NA,Mid-level,3-5 LPA,27-02-2025,Part-time
Cognizant,Noida,Data Analyst,"SQL, Excel, Data Visualization",NA,Mid-level,6-10 LPA,12-05-2024,Internship
Google,Noida,Backend Developer,"Python, ML, TensorFlow",NA,Senior,5-8 LPA,25-11-2023,Part-time
PhonePe,Noida,Frontend Developer,"HTML, CSS, JavaScript",NA,Senior,10-15 LPA,27-06-2024,Part-time
Cognizant,Jaipur,Full Stack Developer,"SQL, Excel, Data Visualization",NA,Senior,7-12 LPA,25-07-2023,Part-time
PhonePe,Chennai,Product Manager,"Ruby on Rails, PostgreSQL",NA,Senior,5-8 LPA,30-05-2023,Full-time
Swiggy,Ahmedabad,Cloud Engineer,"AWS, Azure, Docker",NA,Mid-level,7-12 LPA,11-02-2023,Contract
Flipkart,Lucknow,Full Stack Developer,"Python, ML, TensorFlow",NA,Entry-level,7-12 LPA,20-11-2024,Internship
Microsoft,Noida,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,7-12 LPA,09-03-2023,Contract
Zomato,Bhopal,Cloud Engineer,"SQL, Power BI, Excel",NA,Entry-level,20-30 LPA,05-01-2024,Internship
HCL Technologies,Chennai,Full Stack Developer,"Python, NLP, AI models",NA,Senior,18-25 LPA,08-06-2024,Contract
Accenture,Noida,Data Scientist,"SQL, Excel, Data Visualization",NA,Entry-level,18-25 LPA,16-01-2024,Full-time
Byju's,Ahmedabad,Backend Developer,"SQL, Excel, Data Visualization",NA,Senior,5-8 LPA,25-07-2024,Full-time
IBM,Surat,Data Scientist,"React, Node.js, SQL",NA,Mid-level,6-10 LPA,28-03-2023,Contract
Capgemini,Kolkata,DevOps Engineer,"React, Node.js, SQL",NA,Entry-level,20-30 LPA,17-11-2024,Internship
Accenture,Ahmedabad,Data Scientist,"SQL, Excel, Data Visualization",NA,Senior,7-12 LPA,03-02-2025,Full-time
Amazon,Gurgaon,Business Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,20-30 LPA,15-10-2024,Internship
IBM,Kolkata,Cloud Engineer,"Node.js, Express, MongoDB",NA,Entry-level,15-20 LPA,07-04-2024,Part-time
Google,Hyderabad,Product Manager,"AWS, Azure, Docker",NA,Mid-level,10-15 LPA,31-07-2024,Internship
Tata Consultancy Services,Surat,Cloud Engineer,"Python, ML, TensorFlow",NA,Mid-level,6-10 LPA,30-06-2024,Full-time
IBM,Lucknow,Data Scientist,"Node.js, Express, MongoDB",NA,Senior,7-12 LPA,24-10-2023,Full-time
Amazon,Hyderabad,Data Analyst,"SQL, Excel, Data Visualization",NA,Mid-level,18-25 LPA,14-07-2024,Internship
Zomato,Bangalore,Data Analyst,"React, Node.js, SQL",NA,Mid-level,4-6 LPA,27-12-2023,Part-time
PhonePe,Ahmedabad,Backend Developer,"Java, Spring Boot, Microservices",NA,Entry-level,10-15 LPA,25-11-2023,Full-time
Amazon,Surat,Cloud Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,5-8 LPA,02-12-2024,Full-time
Capgemini,Jaipur,DevOps Engineer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,15-20 LPA,14-02-2024,Full-time
Swiggy,Bangalore,DevOps Engineer,"HTML, CSS, JavaScript",NA,Senior,7-12 LPA,13-03-2023,Internship
Flipkart,Surat,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,5-8 LPA,22-02-2023,Part-time
Google,Indore,Cybersecurity Analyst,"Python, NLP, AI models",NA,Mid-level,20-30 LPA,30-12-2023,Full-time
Accenture,Bangalore,Business Analyst,"SQL, Excel, Data Visualization",NA,Senior,20-30 LPA,16-12-2023,Contract
Oracle,Indore,Full Stack Developer,"Python, ML, TensorFlow",NA,Mid-level,4-6 LPA,31-03-2024,Full-time
PhonePe,Kolkata,Full Stack Developer,"SQL, Excel, Data Visualization",NA,Entry-level,7-12 LPA,10-10-2023,Internship
Paytm,Jaipur,Frontend Developer,"Python, ML, TensorFlow",NA,Senior,6-10 LPA,03-02-2024,Contract
Wipro,Pune,Cloud Engineer,"Go, Kubernetes, Docker",NA,Mid-level,4-6 LPA,15-06-2023,Internship
Swiggy,Kolkata,Full Stack Developer,"AWS, Azure, Docker",NA,Senior,7-12 LPA,25-02-2023,Contract
Cognizant,Jaipur,ML Engineer,"Python, ML, TensorFlow",NA,Senior,4-6 LPA,09-04-2024,Contract
Tech Mahindra,Hyderabad,Cloud Engineer,"Python, NLP, AI models",NA,Senior,6-10 LPA,16-01-2024,Part-time
Google,Jaipur,Cybersecurity Analyst,"Go, Kubernetes, Docker",NA,Senior,10-15 LPA,02-09-2023,Part-time
Cognizant,Kolkata,Cloud Engineer,"SQL, Excel, Data Visualization",NA,Senior,7-12 LPA,24-05-2024,Part-time
Wipro,Pune,Product Manager,"AWS, Azure, Docker",NA,Mid-level,20-30 LPA,07-12-2024,Full-time
Swiggy,Coimbatore,Business Analyst,"React, Node.js, SQL",NA,Senior,5-8 LPA,21-12-2023,Contract
Paytm,Lucknow,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,10-15 LPA,04-12-2024,Full-time
Capgemini,Kolkata,Data Scientist,"Ruby on Rails, PostgreSQL",NA,Entry-level,15-20 LPA,11-08-2023,Full-time
Google,Kolkata,Data Analyst,"Go, Kubernetes, Docker",NA,Senior,3-5 LPA,03-06-2024,Internship
Byju's,Indore,Software Engineer,"AWS, Azure, Docker",NA,Senior,20-30 LPA,17-01-2023,Full-time
Oracle,Kolkata,Frontend Developer,"Python, ML, TensorFlow",NA,Senior,6-10 LPA,06-10-2024,Contract
Tata Consultancy Services,Pune,Software Engineer,"AWS, Azure, Docker",NA,Mid-level,10-15 LPA,09-01-2023,Part-time
Zomato,Gurgaon,Product Manager,"Python, ML, TensorFlow",NA,Senior,18-25 LPA,17-04-2024,Part-time
Oracle,Lucknow,DevOps Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,6-10 LPA,05-07-2024,Contract
Google,Hyderabad,Cybersecurity Analyst,"SQL, Power BI, Excel",NA,Mid-level,10-15 LPA,10-09-2023,Contract
Infosys,Bhopal,ML Engineer,"Python, ML, TensorFlow",NA,Mid-level,5-8 LPA,01-10-2024,Contract
Capgemini,Kolkata,Software Engineer,"Node.js, Express, MongoDB",NA,Senior,5-8 LPA,29-09-2023,Contract
Capgemini,Bangalore,Business Analyst,"Java, Spring Boot, Microservices",NA,Entry-level,18-25 LPA,02-01-2024,Full-time
HCL Technologies,Bhopal,Full Stack Developer,"Python, ML, TensorFlow",NA,Mid-level,15-20 LPA,18-06-2024,Part-time
Oracle,Bhopal,Data Analyst,"React, Node.js, SQL",NA,Senior,3-5 LPA,11-09-2024,Part-time
Capgemini,Bhopal,DevOps Engineer,"HTML, CSS, JavaScript",NA,Mid-level,15-20 LPA,04-12-2023,Full-time
Swiggy,Bhopal,Frontend Developer,"HTML, CSS, JavaScript",NA,Entry-level,20-30 LPA,07-02-2024,Contract
Google,Chennai,Business Analyst,"Go, Kubernetes, Docker",NA,Mid-level,5-8 LPA,11-03-2024,Internship
Cognizant,Gurgaon,Software Engineer,"Go, Kubernetes, Docker",NA,Senior,5-8 LPA,04-05-2024,Contract
Tech Mahindra,Chennai,Frontend Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,15-20 LPA,29-02-2024,Full-time
Capgemini,Ahmedabad,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Senior,6-10 LPA,04-04-2024,Part-time
Capgemini,Coimbatore,DevOps Engineer,"Go, Kubernetes, Docker",NA,Mid-level,3-5 LPA,04-10-2023,Part-time
Oracle,Kolkata,Backend Developer,"Go, Kubernetes, Docker",NA,Entry-level,10-15 LPA,14-01-2024,Internship
Wipro,Surat,Business Analyst,"AWS, Azure, Docker",NA,Senior,10-15 LPA,15-07-2024,Contract
Accenture,Jaipur,Frontend Developer,"AWS, Azure, Docker",NA,Mid-level,4-6 LPA,28-04-2024,Full-time
Microsoft,Hyderabad,Product Manager,"Go, Kubernetes, Docker",NA,Senior,20-30 LPA,10-12-2024,Full-time
PhonePe,Coimbatore,Frontend Developer,"AWS, Azure, Docker",NA,Entry-level,7-12 LPA,01-09-2023,Full-time
Deloitte,Kolkata,Cloud Engineer,"AWS, Azure, Docker",NA,Senior,18-25 LPA,06-01-2024,Internship
Paytm,Nagpur,DevOps Engineer,"Go, Kubernetes, Docker",NA,Senior,3-5 LPA,04-08-2024,Part-time
Wipro,Ahmedabad,ML Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,18-25 LPA,20-10-2024,Full-time
IBM,Nagpur,Frontend Developer,"SQL, Excel, Data Visualization",NA,Mid-level,5-8 LPA,06-07-2024,Full-time
Paytm,Chennai,Cybersecurity Analyst,"Python, NLP, AI models",NA,Senior,4-6 LPA,18-01-2025,Part-time
Accenture,Chennai,Software Engineer,"Java, Spring Boot, Microservices",NA,Senior,3-5 LPA,07-09-2024,Full-time
Zomato,Surat,Data Scientist,"SQL, Excel, Data Visualization",NA,Mid-level,3-5 LPA,11-11-2024,Full-time
Byju's,Nagpur,Business Analyst,"Python, ML, TensorFlow",NA,Senior,4-6 LPA,30-06-2023,Full-time
Infosys,Kolkata,Product Manager,"Ruby on Rails, PostgreSQL",NA,Mid-level,5-8 LPA,30-01-2023,Part-time
IBM,Hyderabad,Data Analyst,"Python, NLP, AI models",NA,Entry-level,3-5 LPA,04-11-2024,Contract
Tech Mahindra,Nagpur,Data Scientist,"React, Node.js, SQL",NA,Senior,15-20 LPA,24-07-2024,Full-time
IBM,Hyderabad,Frontend Developer,"SQL, Excel, Data Visualization",NA,Entry-level,5-8 LPA,01-09-2023,Internship
Infosys,Nagpur,Software Engineer,"SQL, Power BI, Excel",NA,Entry-level,20-30 LPA,30-08-2023,Internship
Google,Coimbatore,Backend Developer,"Go, Kubernetes, Docker",NA,Senior,15-20 LPA,01-02-2024,Full-time
Google,Surat,Backend Developer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,15-20 LPA,05-03-2024,Contract
Infosys,Ahmedabad,Frontend Developer,"AWS, Azure, Docker",NA,Mid-level,4-6 LPA,28-06-2024,Internship
Swiggy,Mumbai,Full Stack Developer,"Java, Spring Boot, Microservices",NA,Senior,5-8 LPA,02-05-2024,Contract
Oracle,Coimbatore,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,10-15 LPA,15-03-2024,Contract
Tech Mahindra,Kolkata,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,3-5 LPA,23-07-2024,Contract
Capgemini,Bangalore,Backend Developer,"AWS, Azure, Docker",NA,Mid-level,3-5 LPA,01-09-2024,Contract
Microsoft,Nagpur,Cloud Engineer,"React, Node.js, SQL",NA,Entry-level,4-6 LPA,01-07-2024,Part-time
Paytm,Gurgaon,Product Manager,"AWS, Azure, Docker",NA,Mid-level,5-8 LPA,26-04-2023,Full-time
Tata Consultancy Services,Pune,Cloud Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,4-6 LPA,18-03-2024,Contract
PhonePe,Nagpur,Full Stack Developer,"Node.js, Express, MongoDB",NA,Mid-level,3-5 LPA,24-06-2024,Internship
Google,Indore,ML Engineer,"Python, NLP, AI models",NA,Mid-level,10-15 LPA,07-06-2024,Full-time
Google,Indore,Full Stack Developer,"Java, Spring Boot, Microservices",NA,Senior,7-12 LPA,19-01-2023,Contract
Paytm,Surat,Cloud Engineer,"React, Node.js, SQL",NA,Mid-level,20-30 LPA,12-03-2024,Contract
HCL Technologies,Mumbai,DevOps Engineer,"Python, NLP, AI models",NA,Entry-level,15-20 LPA,01-03-2025,Part-time
Oracle,Mumbai,Frontend Developer,"Python, ML, TensorFlow",NA,Entry-level,4-6 LPA,24-11-2024,Full-time
Tata Consultancy Services,Kolkata,Full Stack Developer,"SQL, Excel, Data Visualization",NA,Entry-level,3-5 LPA,18-11-2023,Contract
Swiggy,Kolkata,Data Scientist,"SQL, Power BI, Excel",NA,Entry-level,18-25 LPA,31-07-2023,Contract
PhonePe,Hyderabad,Full Stack Developer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,5-8 LPA,20-12-2024,Contract
Oracle,Ahmedabad,Data Analyst,"Python, ML, TensorFlow",NA,Mid-level,18-25 LPA,22-08-2023,Full-time
Swiggy,Gurgaon,Software Engineer,"HTML, CSS, JavaScript",NA,Entry-level,3-5 LPA,22-02-2025,Internship
HCL Technologies,Nagpur,DevOps Engineer,"HTML, CSS, JavaScript",NA,Mid-level,4-6 LPA,15-06-2023,Contract
Flipkart,Bhopal,Backend Developer,"Python, ML, TensorFlow",NA,Mid-level,4-6 LPA,29-01-2024,Contract
PhonePe,Jaipur,Data Analyst,"SQL, Power BI, Excel",NA,Senior,6-10 LPA,25-01-2023,Full-time
PhonePe,Bangalore,Product Manager,"Java, Spring Boot, Microservices",NA,Entry-level,10-15 LPA,04-08-2024,Internship
Tech Mahindra,Noida,Data Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,10-15 LPA,26-07-2023,Contract
Swiggy,Pune,Data Scientist,"SQL, Power BI, Excel",NA,Senior,4-6 LPA,30-12-2023,Internship
Infosys,Bhopal,ML Engineer,"HTML, CSS, JavaScript",NA,Senior,5-8 LPA,28-05-2024,Internship
Microsoft,Ahmedabad,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Mid-level,7-12 LPA,17-11-2023,Internship
Amazon,Indore,Data Analyst,"SQL, Excel, Data Visualization",NA,Senior,20-30 LPA,13-09-2023,Part-time
Swiggy,Coimbatore,Data Scientist,"AWS, Azure, Docker",NA,Senior,4-6 LPA,06-03-2025,Part-time
Microsoft,Chennai,Frontend Developer,"SQL, Power BI, Excel",NA,Senior,10-15 LPA,03-02-2025,Internship
Zomato,Indore,Frontend Developer,"Java, Spring Boot, Microservices",NA,Mid-level,18-25 LPA,27-11-2024,Full-time
Accenture,Bhopal,Cybersecurity Analyst,"Python, NLP, AI models",NA,Entry-level,7-12 LPA,26-09-2023,Internship
Amazon,Noida,Cybersecurity Analyst,"SQL, Excel, Data Visualization",NA,Senior,18-25 LPA,30-03-2023,Full-time
Deloitte,Nagpur,Data Analyst,"Python, ML, TensorFlow",NA,Mid-level,10-15 LPA,10-03-2024,Part-time
Microsoft,Kolkata,Backend Developer,"Python, ML, TensorFlow",NA,Senior,3-5 LPA,13-09-2024,Internship
Wipro,Surat,Product Manager,"Ruby on Rails, PostgreSQL",NA,Senior,3-5 LPA,20-02-2023,Part-time
Oracle,Bhopal,Business Analyst,"Python, ML, TensorFlow",NA,Mid-level,5-8 LPA,10-10-2023,Part-time
PhonePe,Bangalore,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Mid-level,7-12 LPA,19-03-2023,Internship
Tech Mahindra,Coimbatore,Product Manager,"SQL, Excel, Data Visualization",NA,Mid-level,10-15 LPA,23-03-2024,Full-time
PhonePe,Bangalore,DevOps Engineer,"AWS, Azure, Docker",NA,Senior,15-20 LPA,05-04-2023,Part-time
Capgemini,Mumbai,Cloud Engineer,"HTML, CSS, JavaScript",NA,Entry-level,20-30 LPA,22-01-2023,Contract
Wipro,Bhopal,Data Analyst,"SQL, Excel, Data Visualization",NA,Mid-level,5-8 LPA,08-10-2023,Internship
Infosys,Mumbai,DevOps Engineer,"Node.js, Express, MongoDB",NA,Senior,5-8 LPA,03-01-2023,Contract
Accenture,Kolkata,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,4-6 LPA,25-12-2023,Full-time
Tech Mahindra,Lucknow,Backend Developer,"HTML, CSS, JavaScript",NA,Entry-level,20-30 LPA,04-08-2023,Internship
Amazon,Kolkata,Business Analyst,"Go, Kubernetes, Docker",NA,Entry-level,18-25 LPA,10-10-2023,Part-time
Accenture,Lucknow,Frontend Developer,"Node.js, Express, MongoDB",NA,Mid-level,3-5 LPA,31-12-2024,Contract
Wipro,Gurgaon,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,6-10 LPA,01-03-2024,Contract
Google,Kolkata,Software Engineer,"React, Node.js, SQL",NA,Mid-level,3-5 LPA,23-12-2023,Part-time
Accenture,Hyderabad,Frontend Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,6-10 LPA,13-12-2023,Full-time
Microsoft,Surat,Cloud Engineer,"HTML, CSS, JavaScript",NA,Entry-level,4-6 LPA,11-03-2024,Contract
Flipkart,Gurgaon,Data Scientist,"HTML, CSS, JavaScript",NA,Senior,4-6 LPA,03-02-2025,Internship
Oracle,Noida,ML Engineer,"AWS, Azure, Docker",NA,Senior,5-8 LPA,20-06-2024,Full-time
IBM,Gurgaon,DevOps Engineer,"AWS, Azure, Docker",NA,Entry-level,10-15 LPA,25-03-2023,Contract
Oracle,Ahmedabad,Cybersecurity Analyst,"React, Node.js, SQL",NA,Senior,3-5 LPA,06-05-2024,Internship
Google,Gurgaon,DevOps Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,18-25 LPA,18-10-2024,Internship
Accenture,Pune,Data Scientist,"AWS, Azure, Docker",NA,Senior,10-15 LPA,06-08-2024,Part-time
Oracle,Kolkata,Backend Developer,"Python, NLP, AI models",NA,Senior,5-8 LPA,02-02-2023,Contract
Accenture,Mumbai,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,3-5 LPA,27-12-2023,Internship
Flipkart,Lucknow,Software Engineer,"HTML, CSS, JavaScript",NA,Mid-level,5-8 LPA,26-01-2023,Full-time
Amazon,Indore,Data Analyst,"Python, ML, TensorFlow",NA,Entry-level,10-15 LPA,19-12-2024,Full-time
Capgemini,Indore,Backend Developer,"HTML, CSS, JavaScript",NA,Entry-level,15-20 LPA,25-11-2023,Internship
Wipro,Bangalore,DevOps Engineer,"Node.js, Express, MongoDB",NA,Senior,3-5 LPA,26-07-2023,Contract
Tata Consultancy Services,Jaipur,Data Scientist,"SQL, Excel, Data Visualization",NA,Entry-level,4-6 LPA,09-05-2023,Contract
